year,country,broadcaster,artist,artistWikiUrl,song,songWikiUrl,language,songwriters,conductors,youtube_url
1966,at,ORF,Udo Jürgens,https://en.wikipedia.org/wiki/Udo_J%C3%BCrgens,"Merci, Chérie","https://en.wikipedia.org/wiki/Merci,_Ch%C3%A9rie",German,Thomas Hörbiger|Udo Jürgens,Hans Hammerschmid,r7gPRSdv_as
1966,be,RTB,Tonia,https://en.wikipedia.org/wiki/Tonia_(singer),"Un peu de poivre, un peu de sel",,French,Paul Quintens|Phil Van Cauwenbergh,Jean Roderès,gtqLtxwPStk
1966,dk,DR,Ulla Pia,https://en.wikipedia.org/wiki/Ulla_Pia,Stop – mens legen er go',,Danish,Erik Kåre,Arne Lamberth,pj_O8uVZcfU
1966,fi,YLE,Ann-Christine,https://en.wikipedia.org/wiki/Ann-Christine_Nystr%C3%B6m,Playboy,,Finnish,Ossi Runne,Ossi Runne,qib45U2DxPc
1966,fr,ORTF,Dominique Walter,https://en.wikipedia.org/wiki/Dominique_Walter,Chez nous,,French,Claude Carrère|Jacques Plante,Franck Pourcel,vHGhcmVDYcc
1966,de,HR,Margot Eskens,https://en.wikipedia.org/wiki/Margot_Eskens,Die Zeiger der Uhr,,German,Hans Bradtke|Walter Dobschinski,Willy Berking,qdW0Fb5tKeg
1966,ie,RÉ,Dickie Rock,https://en.wikipedia.org/wiki/Dickie_Rock,Come Back to Stay,,English,Rowland Soper,Noel Kelehan,aRBnF58ykIQ
1966,it,RAI,Domenico Modugno,https://en.wikipedia.org/wiki/Domenico_Modugno,"Dio, come ti amo","https://en.wikipedia.org/wiki/Dio,_come_ti_amo",Italian,Domenico Modugno,Angelo Giacomazzi,UReor05rPsI
1966,lu,CLT,Michèle Torr,https://en.wikipedia.org/wiki/Mich%C3%A8le_Torr,Ce soir je t'attendais,,French,Jacques Chaumelle|Bernard Kesslair,Jean Roderès,wXLGzNyb1j0
1966,mc,TMC,Téréza,https://en.wikipedia.org/wiki/Tereza_Kesovija,Bien plus fort,,French,Gérard Bourgeois|Jean-Max Rivière,Alain Goraguer,cfsMknxN5GA
1966,nl,NTS,Milly Scott,https://en.wikipedia.org/wiki/Milly_Scott,Fernando en Philippo,,Dutch,Gerrit den Braber|Kees de Bruyn,Dolf van der Linden,mVHqkE5Qx18
1966,no,NRK,Åse Kleveland,https://en.wikipedia.org/wiki/%C3%85se_Kleveland,Intet er nytt under solen,,Norwegian,Arne Bendiksen,Øivind Bergh,hS1-YJtovaI
1966,pt,RTP,Madalena Iglésias,https://en.wikipedia.org/wiki/Madalena_Igl%C3%A9sias,Ele e ela,,Portuguese,Carlos Canelhas,Jorge Costa Pinto,6CajGdDm_Lk
1966,es,TVE,Raphael,https://en.wikipedia.org/wiki/Raphael_(singer),Yo soy aquél,https://en.wikipedia.org/wiki/Yo_soy_aqu%C3%A9l,Spanish,Manuel Alejandro,Rafael Ibarbia,4wQ_sRUCfpM
1966,se,SR,Lill Lindfors,https://en.wikipedia.org/wiki/Lill_Lindfors,Nygammal vals,,Swedish,Björn Lindroth|Bengt-Arne Wallin,Gert-Ove Andersson,P3HRr9G9c_s
1966,ch,SRG SSR,Madeleine Pascal,https://en.wikipedia.org/wiki/Madeleine_Pascal,Ne vois-tu pas ?,,French,Pierre Brenner|Roland Schweizer,Jean Roderès,n40_VHZoPBY
1966,gb,BBC,Kenneth McKellar,https://en.wikipedia.org/wiki/Kenneth_McKellar_(singer),A Man Without Love,https://en.wikipedia.org/wiki/A_Man_Without_Love,English,Peter Callander|Cyril Ornadel,Harry Rabinowitz,qfKk0uEGsPA
1966,yu,JRT,Berta Ambrož,https://en.wikipedia.org/wiki/Berta_Ambro%C5%BE,Brez besed,,Slovene,Elza Budau|Mojmir Sepe,Mojmir Sepe,_5BLw8baVl0
1967,at,ORF,Peter Horton,https://en.wikipedia.org/wiki/Peter_Horton_(guitarist),Warum es hunderttausend Sterne gibt,,German,Karin Bognar|Kurt Peche,Johannes Fehring,ZgnZfdkQ530
1967,be,BRT,Louis Neefs,https://en.wikipedia.org/wiki/Louis_Neefs,Ik heb zorgen,,Dutch,Paul Quintens|Phil Van Cauwenbergh,Francis Bay,SDXe3A8a5NM
1967,fi,YLE,Fredi,https://en.wikipedia.org/wiki/Fredi_(singer),Varjoon – suojaan,,Finnish,Lasse Mårtenson|Alvi Vuorinen,Ossi Runne,-GrU7Jfc9HM
1967,fr,ORTF,Noëlle Cordier,https://en.wikipedia.org/wiki/No%C3%ABlle_Cordier,Il doit faire beau là-bas,,French,Pierre Delanoë|Hubert Giraud,Franck Pourcel,9eWFFOduXWI
1967,de,HR,Inge Brück,https://en.wikipedia.org/wiki/Inge_Br%C3%BCck,Anouschka,,German,Hans Blum,Hans Blum,snx9B6tKuGU
1967,ie,RTÉ,Sean Dunphy,https://en.wikipedia.org/wiki/Sean_Dunphy,If I Could Choose,,English,Wesley Burrowes|Michael Coffey,Noel Kelehan,kDFmu-klR78
1967,it,RAI,Claudio Villa,https://en.wikipedia.org/wiki/Claudio_Villa,Non andare più lontano,,Italian,Gino Mescoli|Vito Pallavicini,Giancarlo Chiaramello,FlnJLOjsV44
1967,lu,CLT,Vicky,https://en.wikipedia.org/wiki/Vicky_Leandros,L'amour est bleu,https://en.wikipedia.org/wiki/L%27amour_est_bleu,French,Pierre Cour|André Popp,Claude Denjean,nD4ib9-laGY
1967,mc,TMC,Minouche Barelli,https://en.wikipedia.org/wiki/Minouche_Barelli,Boum-Badaboum,,French,Michel Colombier|Serge Gainsbourg,Aimé Barelli,aPwd6IKgGQQ
1967,nl,NTS,Thérèse Steinmetz,https://en.wikipedia.org/wiki/Th%C3%A9r%C3%A8se_Steinmetz,Ringe-dinge,,Dutch,Gerrit den Braber|Johnny Holshuysen,Dolf van der Linden,54AX_A4Fcks
1967,no,NRK,Kirsti Sparboe,https://en.wikipedia.org/wiki/Kirsti_Sparboe,Dukkemann,,Norwegian,Tor Hultin|Ola B. Johannessen,Øivind Bergh,Y7I__FNMevk
1967,pt,RTP,Eduardo Nascimento,https://en.wikipedia.org/wiki/Eduardo_Nascimento,O vento mudou,,Portuguese,Nuno Nazareth Fernandes|João Magalhães Pereira,Tavares Belo,Hf4NizmlouY
1967,es,TVE,Raphael,https://en.wikipedia.org/wiki/Raphael_(singer),Hablemos del amor,,Spanish,Manuel Alejandro,Manuel Alejandro,iuFiQLQYM7w
1967,se,SR,Östen Warnerbring,https://en.wikipedia.org/wiki/%C3%96sten_Warnerbring,Som en dröm,,Swedish,Patrice Hellberg|Marcus Österdahl|Curt Peterson,Mats Olsson,egGTA2yU0RU
1967,ch,SRG SSR,Géraldine,https://en.wikipedia.org/wiki/G%C3%A9raldine_Gaulier,Quel cœur vas-tu briser ?,,French,Daniël Faure|Gérard Gray,Hans Moeckel,cd34NSLZIME
1967,gb,BBC,Sandie Shaw,https://en.wikipedia.org/wiki/Sandie_Shaw,Puppet on a String,https://en.wikipedia.org/wiki/Puppet_on_a_String_(Sandie_Shaw_song),English,Phil Coulter|Bill Martin,Kenny Woodman,OkbVhjxdr8A
1967,yu,JRT,Lado Leskovar,,Vse rože sveta,,Slovene,Urban Koder|Milan Lindič,Mario Rijavec,Fy6oHSDCAXQ
1968,at,ORF,Karel Gott,https://en.wikipedia.org/wiki/Karel_Gott,Tausend Fenster,,German,Walter Brandin|Udo Jürgens,Robert Opratko,rWrYJLLfo2o
1968,be,RTB,Claude Lombard,https://en.wikipedia.org/wiki/Claude_Lombard,Quand tu reviendras,,French,Roland Dero|Jo Van Wetter,Henri Segers,fqk8ZOvluhw
1968,fi,YLE,Kristina Hautala,https://en.wikipedia.org/wiki/Kristina_Hautala,Kun kello käy,,Finnish,Esko Linnavalli|Juha Vainio,Ossi Runne,3ADgVukcSiU
1968,fr,ORTF,Isabelle Aubret,https://en.wikipedia.org/wiki/Isabelle_Aubret,La Source,,French,Guy Bonnet|Henri Dijan|Daniël Faure,Alain Goraguer,t4rlmiBkuKg
1968,de,HR,Wencke Myhre,https://en.wikipedia.org/wiki/Wenche_Myhre,Ein Hoch der Liebe,,German,Horst Jankowski|Carl J. Schäuble,Horst Jankowski,SnDbsHRCkVc
1968,ie,RTÉ,Pat McGeegan,https://en.wikipedia.org/wiki/Pat_McGuigan,Chance of a Lifetime,,English,John Kennedy,Noel Kelehan,P1qFcgBiWLU
1968,it,RAI,Sergio Endrigo,https://en.wikipedia.org/wiki/Sergio_Endrigo,Marianne,https://en.wikipedia.org/wiki/Marianne_(Sergio_Endrigo_song),Italian,Sergio Endrigo,Giancarlo Chiaramello,cGAuMqOB5S8
1968,lu,CLT,Chris Baldo and Sophie Garel,,Nous vivrons d'amour,,French,Jacques Demarny|Carlos Leresche,André Borly,lZ-88XdFAW8
1968,mc,TMC,Line and Willy,,À chacun sa chanson,,French,Jean-Claude Olivier|Roland Valade,Michel Colombier,Ll8NNJA3MxY
1968,nl,NTS,Ronnie Tober,https://en.wikipedia.org/wiki/Ronnie_Tober,Morgen,,Dutch,Joop Stokkermans|Theo Strengers,Dolf van der Linden,dIRKl76BXRU
1968,no,NRK,Odd Børre,https://en.wikipedia.org/wiki/Odd_B%C3%B8rre,Stress,,Norwegian,Tor Hultin|Ola B. Johannessen,Øivind Bergh,b4R7F9mFoaM
1968,pt,RTP,Carlos Mendes,https://en.wikipedia.org/wiki/Carlos_Mendes_(singer),Verão,,Portuguese,José Alberto Diogo|Pedro Osório,Joaquim Luís Gomes,n1piuZv34yA
1968,es,TVE,Massiel,https://en.wikipedia.org/wiki/Massiel,La La La,https://en.wikipedia.org/wiki/La_La_La_(Massiel_song),Spanish,Ramón Arcusa|Manuel de la Calva,Rafael Ibarbia,J4g5QYJOFzQ
1968,se,SR,Claes-Göran Hederström,https://en.wikipedia.org/wiki/Claes-G%C3%B6ran_Hederstr%C3%B6m,"Det börjar verka kärlek, banne mej",,Swedish,Peter Himmelstrand,Mats Olsson,RrAFwIoY_z0
1968,ch,SRG SSR,Gianni Mascolo,https://en.wikipedia.org/wiki/Gianni_Mascolo,Guardando il sole,,Italian,Sanzio Chiesa|Aldo D'Addario,Mario Robbiani,65iMtWFurdk
1968,gb,BBC,Cliff Richard,https://en.wikipedia.org/wiki/Cliff_Richard,Congratulations,https://en.wikipedia.org/wiki/Congratulations_(Cliff_Richard_song),English,Phil Coulter|Bill Martin,Norrie Paramor,rcsbL1ZcQhE
1968,yu,JRT,Lući Kapurso and Hamo Hajdarhodžić,https://en.wikipedia.org/wiki/Dubrova%C4%8Dki_trubaduri,"Jedan dan"" (Један дан)",,Serbo-Croatian,Đelo Jusić|Stipica Kalogjera|Stijepo Stražičić,Miljenko Prohaska,MMyESJ9xuCY
1969,be,BRT,Louis Neefs,https://en.wikipedia.org/wiki/Louis_Neefs,Jennifer Jennings,,Dutch,Paul Quintens|Phil Van Cauwenbergh,Francis Bay,TKX8l_ye--8
1969,fi,YLE,Jarkko and Laura,https://en.wikipedia.org/wiki/Jarkko_and_Laura,Kuin silloin ennen,,Finnish,Toivo Kärki|Juha Vainio,Ossi Runne,neELZW69YqU
1969,fr,ORTF,Frida Boccara,https://en.wikipedia.org/wiki/Frida_Boccara,"Un jour, un enfant","https://en.wikipedia.org/wiki/Un_jour,_un_enfant",French,Eddy Marnay|Émile Stern,Franck Pourcel,27YMkBlba68
1969,de,HR,Siw Malmkvist,https://en.wikipedia.org/wiki/Siw_Malmkvist,Primaballerina,https://en.wikipedia.org/wiki/Primaballerina,German,Hans Blum,Hans Blum,6tvMWASrMrc
1969,ie,RTÉ,Muriel Day,https://en.wikipedia.org/wiki/Muriel_Day,The Wages of Love,,English,Michael Reade,Noel Kelehan,t0ipxjFO28I
1969,it,RAI,Iva Zanicchi,https://en.wikipedia.org/wiki/Iva_Zanicchi,Due grosse lacrime bianche,,Italian,Carlo Daiano|Piero Soffici,Ezio Leoni,9gIiGg--8Tw
1969,lu,CLT,Romuald,https://en.wikipedia.org/wiki/Romuald_Figuier,Catherine,,French,André Borly|Paul Mauriat|André Pascal,Augusto Algueró,reJAq87Wwrw
1969,mc,TMC,Jean Jacques,,"Maman, Maman",,French,Jo Perrier,Hervé Roy,hlbLPJ-ocxY
1969,nl,NTS,Lenny Kuhr,https://en.wikipedia.org/wiki/Lenny_Kuhr,De troubadour,https://en.wikipedia.org/wiki/De_troubadour,Dutch,David Hartsema|Lenny Kuhr,Frans de Kok,dsP3lhz5J30
1969,no,NRK,Kirsti Sparboe,https://en.wikipedia.org/wiki/Kirsti_Sparboe,"Oj, oj, oj, så glad jeg skal bli",,Norwegian,Arne Bendiksen,Øivind Bergh,UL3t3UasWGE
1969,pt,RTP,Simone de Oliveira,https://en.wikipedia.org/wiki/Simone_de_Oliveira,Desfolhada portuguesa,,Portuguese,Nuno Nazareth Fernandes|José Carlos Ary dos Santos,Ferrer Trindade,l6WXhDQY_sQ
1969,es,TVE,Salomé,https://en.wikipedia.org/wiki/Salom%C3%A9_(singer),Vivo cantando,https://en.wikipedia.org/wiki/Vivo_cantando,Spanish,Aniano Alcalde|Maria José de Cerato,Augusto Algueró,_-PVtGc59CI
1969,se,SR,Tommy Körberg,https://en.wikipedia.org/wiki/Tommy_K%C3%B6rberg,"Judy, min vän",,Swedish,Britt Lindeborg|Roger Wallis,Lars Samuelson,9idOs_F9-rA
1969,ch,SRG SSR,Paola,https://en.wikipedia.org/wiki/Paola_del_Medico,"Bonjour, Bonjour",,German,Henry Mayer|Jack Stark,Henry Mayer,9eGeZuMuMTs
1969,gb,BBC,Lulu,https://en.wikipedia.org/wiki/Lulu_(singer),Boom Bang-a-Bang,https://en.wikipedia.org/wiki/Boom_Bang-a-Bang,English,Alan Moorhouse|Peter Warne,Johnny Harris,4ew43u2gS0Y
1969,yu,JRT,Ivan,,"Pozdrav svijetu"" (Поздрав свијету)",,Serbo-Croatian,Milan Lentić,Miljenko Prohaska,-zubKloWHEw
1970,be,RTB,Jean Vallée,https://en.wikipedia.org/wiki/Jean_Vall%C3%A9e,Viens l'oublier,,French,Jean Vallée,Jack Say,1uK41BM4c44
1970,fr,ORTF,Guy Bonnet,https://en.wikipedia.org/wiki/Guy_Bonnet,Marie-Blanche,,French,Guy Bonnet|Pierre-André Dousset,Franck Pourcel,713TOCBiK_k
1970,de,HR,Katja Ebstein,https://en.wikipedia.org/wiki/Katja_Ebstein,Wunder gibt es immer wieder,,German,Christian Bruhn|Günter Loose,Christian Bruhn,sPI1wyizGL0
1970,ie,RTÉ,Dana,https://en.wikipedia.org/wiki/Dana_Rosemary_Scallon,All Kinds of Everything,https://en.wikipedia.org/wiki/All_Kinds_of_Everything,English,Derry Lindsay|Jackie Smith,Dolf van der Linden,ka5OfjwB3nM
1970,it,RAI,Gianni Morandi,https://en.wikipedia.org/wiki/Gianni_Morandi,Occhi di ragazza,https://en.wikipedia.org/wiki/Occhi_di_ragazza,Italian,Gianfranco Baldazzi|Sergio Bardotti|Lucio Dalla,Mario Capuano,PDJeXmDZHWw
1970,lu,CLT,David Alexandre Winter,https://en.wikipedia.org/wiki/David_Alexandre_Winter,Je suis tombé du ciel,,French,Eddy Marnay|Yves de Vriendt,Raymond Lefèvre,9-nTwltlavQ
1970,mc,TMC,Dominique Dussault,https://en.wikipedia.org/wiki/Dominique_Dussault,Marlène,,French,Eddie Barclay|Henri Dijan|Jimmy Walter,Jimmy Walter,UUfQ6k6KP_E
1970,nl,NOS,Patricia and Hearts of Soul,https://en.wikipedia.org/wiki/Hearts_of_Soul,Waterman,,Dutch,Pieter Goemans,Dolf van der Linden,Hx54yQGRYS8
1970,es,TVE,Julio Iglesias,https://en.wikipedia.org/wiki/Julio_Iglesias,Gwendolyne,https://en.wikipedia.org/wiki/Gwendolyne,Spanish,Julio Iglesias,Augusto Algueró,ChvTMWYplAk
1970,ch,SRG SSR,Henri Dès,https://en.wikipedia.org/wiki/Henri_D%C3%A8s,Retour,,French,Henri Dès,Bernard Gérard,X0ItTfqLk1I
1970,gb,BBC,Mary Hopkin,https://en.wikipedia.org/wiki/Mary_Hopkin,"Knock, Knock (Who's There?)","https://en.wikipedia.org/wiki/Knock,_Knock_Who%27s_There%3F",English,John Carter|Geoff Stephens,Johnny Arthey,Kvo8pzEyxF4
1970,yu,JRT,Eva Sršen,https://en.wikipedia.org/wiki/Eva_Sr%C5%A1en,"Pridi, dala ti bom cvet","https://en.wikipedia.org/wiki/Pridi,_dala_ti_bom_cvet",Slovene,Mojmir Sepe|Dušan Velkaverh,Mojmir Sepe,Pi3xEwDI1kU
1971,at,ORF,Marianne Mendt,https://en.wikipedia.org/wiki/Marianne_Mendt,Musik,,German,Manuel Rigoni|Richard Schönherz,Robert Opratko,AKzXt6841FU
1971,be,BRT,Jacques Raymond,https://en.wikipedia.org/wiki/Jacques_Raymond,"Goeie morgen, morgen",,Dutch,Paul Quintens|Phil Van Cauwenbergh,Francis Bay,soj_H9jEkWY
1971,fi,YLE,Markku Aro,https://en.wikipedia.org/wiki/Markku_Aro,Tie uuteen päivään,,Finnish,Rauno Lehtinen,Ossi Runne,V_11CcVeSH0
1971,fr,ORTF,Serge Lama,https://en.wikipedia.org/wiki/Serge_Lama,Un jardin sur la terre,,French,Jacques Demarny|Henri Dijan|Alice Dona,Franck Pourcel,g6kue-HD7Z8
1971,de,HR,Katja Ebstein,https://en.wikipedia.org/wiki/Katja_Ebstein,Diese Welt,,German,Fred Jay|Dieter Zimmermann,Dieter Zimmermann,1DkxuvHIfAM
1971,ie,RTÉ,Angela Farrell,https://en.wikipedia.org/wiki/Angela_Farrell,One Day Love,,English,Ita Flynn|Donald Martin,Noel Kelehan,9z2gCmhpdzM
1971,it,RAI,Massimo Ranieri,https://en.wikipedia.org/wiki/Massimo_Ranieri,L'amore è un attimo,,Italian,Giancarlo Bigazzi|Enrico Polito|Gaetano Savio,Enrico Polito,yNCjU7y-yxc
1971,lu,CLT,Monique Melsen,https://en.wikipedia.org/wiki/Monique_Melsen,"Pomme, pomme, pomme",,French,Pierre Cour|Hubert Giraud,Jean Claudric,bOzHRKWz3WE
1971,mt,MBA,Joe Grech,https://en.wikipedia.org/wiki/Joe_Grech,Marija l-Maltija,,Maltese,Joe Grech|Charles Mifsud,Anthony Chircop,JSbHt3hcmnY
1971,mc,TMC,Séverine,https://en.wikipedia.org/wiki/S%C3%A9verine_(singer),"Un banc, un arbre, une rue","https://en.wikipedia.org/wiki/Un_banc,_un_arbre,_une_rue",French,Jean-Pierre Bourtayre|Yves Dessca,Jean-Claude Petit,uFJ2CyPwwQg
1971,nl,NOS,Saskia and Serge,https://en.wikipedia.org/wiki/Saskia_and_Serge,Tijd,,Dutch,Gerrit den Braber|Joop Stokkermans,Dolf van der Linden,8gZFDQUtpj4
1971,no,NRK,Hanne Krogh,https://en.wikipedia.org/wiki/Hanne_Krogh,Lykken er...,,Norwegian,Arne Bendiksen,Arne Bendiksen,EkPyjhT2Yy4
1971,pt,RTP,Tonicha,https://en.wikipedia.org/wiki/Tonicha,Menina do alto da serra,,Portuguese,Nuno Nazareth Fernandes|José Carlos Ary dos Santos,Jorge Costa Pinto,QTM0_jdI9NI
1971,es,TVE,Karina,https://en.wikipedia.org/wiki/Karina_(Spanish_singer),En un mundo nuevo,https://en.wikipedia.org/wiki/En_un_mundo_nuevo,Spanish,Tony Luz|Rafael Trabucchelli,Waldo de los Ríos,Qj_gHTw7V6Q
1971,se,SR,The Family Four,https://en.wikipedia.org/wiki/Family_Four,Vita vidder,,Swedish,Håkan Elmquist,Claes Rosendahl,Mq10KQ77dnY
1971,ch,SRG SSR,"Peter, Sue and Marc","https://en.wikipedia.org/wiki/Peter,_Sue_and_Marc",Les Illusions de nos vingt ans,,French,Peter Reber|Maurice Tézé,Hardy Schneiders,Egwke_ENofQ
1971,gb,BBC,Clodagh Rodgers,https://en.wikipedia.org/wiki/Clodagh_Rodgers,Jack in the Box,https://en.wikipedia.org/wiki/Jack_in_the_Box_(song),English,David Myers|John Worsley,Johnny Arthey,7IadDY3-sOM
1971,yu,JRT,Krunoslav Slabinac,https://en.wikipedia.org/wiki/Ki%C4%87o_Slabinac,"Tvoj dječak je tužan"" (Твој дјечак је тужан)",,Serbo-Croatian,Zvonimir Golob|Ivica Krajač,Miljenko Prohaska,iX-LJdpxxbM
1972,at,ORF,The Milestones,https://en.wikipedia.org/wiki/Milestones_(Austrian_band),Falter im Wind,,German,Manuel Rigoni|Richard Schönherz|Heinz Unger,Erich Kleinschuster,jFnrAn1codg
1972,be,RTB,Serge and Christine Ghisoland,https://en.wikipedia.org/wiki/Serge_and_Christine_Ghisoland,À la folie ou pas du tout,,French,Bob Milan|Daniël Nelis,Henri Segers,IKWfbesTZow
1972,fi,YLE,Päivi Paunu,https://en.wikipedia.org/wiki/P%C3%A4ivi_Paunu,Muistathan,,Finnish,Juha Flinck|Nacke Johansson,Ossi Runne,RUomCAgQwKs
1972,fr,ORTF,Betty Mars,https://en.wikipedia.org/wiki/Betty_Mars,Comé-comédie,,French,Frédéric Botton,Franck Pourcel,GUwgrOmiodk
1972,de,SFB,Mary Roos,https://en.wikipedia.org/wiki/Mary_Roos,Nur die Liebe läßt uns leben,,German,Joachim Heider|Joachim Relin,Paul Kuhn,NySfW4y2_m8
1972,ie,RTÉ,Sandie Jones,https://en.wikipedia.org/wiki/Sandie_Jones,Ceol an Ghrá,,Irish,Joe Burkett|Liam Mac Uistín,Colman Pearce,DJzhQz4V2CU
1972,it,RAI,Nicola Di Bari,https://en.wikipedia.org/wiki/Nicola_Di_Bari,I giorni dell'arcobaleno,https://en.wikipedia.org/wiki/I_giorni_dell%27arcobaleno,Italian,Nicola Di Bari|Dalmazio Masini|Piero Pintucci,Gian Franco Reverberi,O6UUdV92CdA
1972,lu,CLT,Vicky Leandros,https://en.wikipedia.org/wiki/Vicky_Leandros,Après toi,https://en.wikipedia.org/wiki/Apr%C3%A8s_toi,French,Yves Dessca|Klaus Munro|Mario Panas,Klaus Munro,Ka89ORFu_Tc
1972,mt,MBA,Helen and Joseph,https://en.wikipedia.org/wiki/Helen_and_Joseph,L-imħabba,,Maltese,Albert Cassola|Charles Camilleri,Charles Camilleri,O4iKR9V7ICE
1972,mc,TMC,Anne-Marie Godart and Peter MacLane,,Comme on s'aime,,French,Raymond Bernard|Jean Dréjac,Raymond Bernard,RuxHF5-HbMk
1972,nl,NOS,Sandra,https://en.wikipedia.org/wiki/Sandra_Reemer,Als het om de liefde gaat,,Dutch,Hans van Hemert|Dries Holten,Harry van Hoof,spZk2_FqqH0
1972,no,NRK,Grethe Kausland,https://en.wikipedia.org/wiki/Grethe_Kausland,Småting,,Norwegian,Ivar Børsum|Kåre Grøttum,Carsten Klouman,EROlZbIbjH0
1972,pt,RTP,Carlos Mendes,https://en.wikipedia.org/wiki/Carlos_Mendes_(singer),A festa da vida,,Portuguese,José Calvário|José Niza,Richard Hill,1Uqb7dUn2uk
1972,es,TVE,Jaime Morey,https://en.wikipedia.org/wiki/Jaime_Morey,Amanece,,Spanish,Augusto Algueró|Ramón Arcusa,Augusto Algueró,gQhFbPhyhfI
1972,se,SR,The Family Four,https://en.wikipedia.org/wiki/Family_Four,Härliga sommardag,,Swedish,Håkan Elmquist,Mats Olsson,7xpOEArqJQc
1972,ch,SRG SSR,Véronique Müller,https://en.wikipedia.org/wiki/V%C3%A9ronique_M%C3%BCller,C'est la chanson de mon amour,,French,Catherine Desage|Véronique Müller,Jean-Pierre Festi,6gRJ9j0A834
1972,gb,BBC,The New Seekers,https://en.wikipedia.org/wiki/The_New_Seekers,"Beg, Steal or Borrow","https://en.wikipedia.org/wiki/Beg,_Steal_or_Borrow",English,Tony Cole|Graeme Hall|Steve Wolfe,David Mackay,QyxJeV8OLjI
1972,yu,JRT,Tereza,https://en.wikipedia.org/wiki/Tereza_Kesovija,"Muzika i ti"" (Музика и ти)",,Serbo-Croatian,Nikica Kalogjera|Ivica Krajač,Nikica Kalogjera,AxNsQkYhZ3A
1973,be,BRT,Nicole and Hugo,https://en.wikipedia.org/wiki/Nicole_and_Hugo,Baby Baby,,Dutch,Ignace Baert|Erik Marijsse,Francis Bay,Sv1D9IDPFrA
1973,fi,YLE,Marion Rung,https://en.wikipedia.org/wiki/Marion_Rung,Tom Tom Tom,,English,Bob Barratt|Rauno Lehtinen,Ossi Runne,dQzdsa7NPMY
1973,fr,ORTF,Martine Clémenceau,https://en.wikipedia.org/wiki/Martine_Cl%C3%A9menceau,Sans toi,,French,Anne Grégory|Paul Koulak,Jean Claudric,Y6FpLuLjhKY
1973,de,HR,Gitte,https://en.wikipedia.org/wiki/Gitte_H%C3%A6nning,Junger Tag,,German,Stephan Lego|Günther-Eric Thöner,Günther-Eric Thöner,V_97ssj0e8M
1973,ie,RTÉ,Maxi,https://en.wikipedia.org/wiki/Maxi_(singer),Do I Dream,,English,Jack Brierley|George F. Crosby,Colman Pearce,OJrSXZxPKXI
1973,il,IBA,Ilanit,https://en.wikipedia.org/wiki/Ilanit,"Ey Sham"" (אי שם)",https://en.wikipedia.org/wiki/Ey_Sham,Hebrew,Nurit Hirsh|Ehud Manor,Nurit Hirsh,6N8SwfYRGWU
1973,it,RAI,Massimo Ranieri,https://en.wikipedia.org/wiki/Massimo_Ranieri,Chi sarà con te,,Italian,Giancarlo Bigazzi|Federico Polito|Gaetano Savio,Enrico Polito,kLzvr3JuOEY
1973,lu,CLT,Anne-Marie David,https://en.wikipedia.org/wiki/Anne-Marie_David,Tu te reconnaîtras,https://en.wikipedia.org/wiki/Tu_te_reconna%C3%AEtras,French,Vline Buggy|Claude Morgan,Pierre Cao,C4OX96fLLjs
1973,mc,TMC,Marie,https://en.wikipedia.org/wiki/Marie-France_Dufour,Un train qui part,,French,Boris Bergman|Bernard Liamis,Jean-Claude Vannier,GLPFQ1efRuY
1973,nl,NOS,Ben Cramer,https://en.wikipedia.org/wiki/Ben_Cramer,De oude muzikant,,Dutch,Pierre Kartner,Harry van Hoof,X6JqeLK3DQU
1973,no,NRK,Bendik Singers,https://en.wikipedia.org/wiki/Bendik_Singers,It's Just a Game,,"English, French",Arne Bendiksen|Bob Williams,Carsten Klouman,nelCncvdSBA
1973,pt,RTP,Fernando Tordo,https://en.wikipedia.org/wiki/Fernando_Tordo,Tourada,,Portuguese,José Carlos Ary dos Santos|Fernando Tordo,Jorge Costa Pinto,eMNIGliSArk
1973,es,TVE,Mocedades,https://en.wikipedia.org/wiki/Mocedades,Eres tú,https://en.wikipedia.org/wiki/Eres_t%C3%BA,Spanish,Juan Carlos Calderón,Juan Carlos Calderón,JUQnlXsISvg
1973,se,SR,The Nova,https://en.wikipedia.org/wiki/Malta_(band),You're Summer,,English,Carl-Axel Dominique|Monica Dominique|Lars Forssell,Monica Dominique,qkhqOPmMMEY
1973,ch,SRG SSR,Patrick Juvet,https://en.wikipedia.org/wiki/Patrick_Juvet,"Je vais me marier, Marie",,French,Pierre Delanoë|Patrick Juvet,Hervé Roy,kSY9_l3OhDc
1973,gb,BBC,Cliff Richard,https://en.wikipedia.org/wiki/Cliff_Richard,Power to All Our Friends,https://en.wikipedia.org/wiki/Power_to_All_Our_Friends,English,Guy Fletcher|Doug Flett,David Mackay,KAOwf78KKmY
1973,yu,JRT,Zdravko Čolić,https://en.wikipedia.org/wiki/Zdravko_%C4%8Coli%C4%87,"Gori vatra"" (Гори ватра)",,Serbo-Croatian,Kemal Monteno,Esad Arnautalić,rAOZpFO8n_g
1974,be,RTB,Jacques Hustin,https://en.wikipedia.org/wiki/Jacques_Hustin,Fleur de liberté,,French,Franck F. Gérald|Jacques Hustin,Pierre Chiffre,DSc6jWoz59I
1974,fi,YLE,Carita,https://en.wikipedia.org/wiki/Carita_Holmstr%C3%B6m,Keep Me Warm,,English,Eero Koivistoinen|Frank Robson,Ossi Runne,UIoOiymvwdw
